,category,subcategory,type,projectCategory,constructionCategory,source,id,createdAt,updatedAt,_rid,_self,_etag,_attachments,pkType,pkFilter,_ts,accountId,updatedById
127,4,68,Boarding Schools,Educational,Commercial,1,b9af8f4b-cd32-4dfd-b097-fd96f1c118f2,2022-01-18T21:37:37.0222182+00:00,2022-01-18T21:37:37.0222182+00:00,VOd7ALuXooKl7wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooKl7wAAAAAAAA==/,"""2a00ee8e-0000-0200-0000-676c82c20000""",attachments/,projectType,20240330,1735164610,,
128,4,69,Classrooms,Educational,Commercial,1,c3a0515d-a7bd-418b-982b-93d019ad3a0d,2022-01-18T21:37:37.1226361+00:00,2022-01-18T21:37:37.1226362+00:00,VOd7ALuXooKm7wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooKm7wAAAAAAAA==/,"""2a00ef8e-0000-0200-0000-676c82c20000""",attachments/,projectType,20240330,1735164610,,
129,4,70,Colleges & Universities,Educational,Commercial,1,f3b228f5-dff4-4ec3-9c12-7376f9a0399b,2022-01-18T21:37:37.2225153+00:00,2022-01-18T21:37:37.2225154+00:00,VOd7ALuXooKn7wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooKn7wAAAAAAAA==/,"""2a00f08e-0000-0200-0000-676c82c20000""",attachments/,projectType,20240330,1735164610,,
130,4,71,Community Colleges,Educational,Commercial,1,cb2be436-8500-4967-9abb-a6c1a076c2c4,2022-01-18T21:37:37.322419+00:00,2022-01-18T21:37:37.3224191+00:00,VOd7ALuXooKo7wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooKo7wAAAAAAAA==/,"""2a00f18e-0000-0200-0000-676c82c20000""",attachments/,projectType,20240330,1735164610,,
131,4,72,Fraternity and Sorority Houses,Educational,Commercial,1,bb5f8863-98e1-4305-9ef9-f7f432fa8c22,2022-01-18T21:37:37.4218874+00:00,2022-01-18T21:37:37.4218874+00:00,VOd7ALuXooKp7wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooKp7wAAAAAAAA==/,"""2a00f28e-0000-0200-0000-676c82c20000""",attachments/,projectType,20240330,1735164610,,
132,4,73,High Schools,Educational,Commercial,1,5ee53eae-2ef7-4c30-b9f7-27c4efc03318,2022-01-18T21:37:37.5213957+00:00,2022-01-18T21:37:37.5213957+00:00,VOd7ALuXooKq7wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooKq7wAAAAAAAA==/,"""2a00f38e-0000-0200-0000-676c82c20000""",attachments/,projectType,20240330,1735164610,,
133,4,74,Pre- Schools,Educational,Commercial,1,49e482af-98b2-4434-bd07-7fe0ba60f8d7,2022-01-18T21:37:37.6220137+00:00,2022-01-18T21:37:37.6220138+00:00,VOd7ALuXooKr7wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooKr7wAAAAAAAA==/,"""2a00f48e-0000-0200-0000-676c82c20000""",attachments/,projectType,20240330,1735164610,,
134,4,75,School Auditoriums,Educational,Commercial,1,37111478-c36f-4eb7-931f-5cb13cf51726,2022-01-18T21:37:37.7221198+00:00,2022-01-18T21:37:37.7221199+00:00,VOd7ALuXooKs7wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooKs7wAAAAAAAA==/,"""2a00f58e-0000-0200-0000-676c82c20000""",attachments/,projectType,20240330,1735164610,,
135,4,76,School Laboratories,Educational,Commercial,1,98b35c12-bc78-49a6-9542-98f3df09656a,2022-01-18T21:37:37.8186913+00:00,2022-01-18T21:37:37.8186915+00:00,VOd7ALuXooKt7wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooKt7wAAAAAAAA==/,"""2a00f68e-0000-0200-0000-676c82c20000""",attachments/,projectType,20240330,1735164610,,
136,4,77,Special Schools,Educational,Commercial,1,fae78582-2cb2-4a78-ad3f-00a7a364c4b0,2022-01-18T21:37:37.9187673+00:00,2022-01-18T21:37:37.9187674+00:00,VOd7ALuXooKu7wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooKu7wAAAAAAAA==/,"""2a00f78e-0000-0200-0000-676c82c30000""",attachments/,projectType,20240330,1735164611,,
137,4,78,Vocational Training Centers,Educational,Commercial,1,423b1613-479f-4301-96f6-f9123b6c3785,2022-01-18T21:37:38.0192816+00:00,2022-01-18T21:37:38.0192817+00:00,VOd7ALuXooKv7wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooKv7wAAAAAAAA==/,"""2a00f88e-0000-0200-0000-676c82c30000""",attachments/,projectType,20240330,1735164611,,
138,4,79,Machinery & Supplies,Electrical & Mechanical,Commercial,1,c5b874f0-17bd-4b3a-9d15-1e03519b6db0,2022-01-18T21:37:38.1214768+00:00,2022-01-18T21:37:38.1214769+00:00,VOd7ALuXooKw7wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooKw7wAAAAAAAA==/,"""2a00f98e-0000-0200-0000-676c82c30000""",attachments/,projectType,20240330,1735164611,,
139,4,80,Movie Theaters,Entertainment,Commercial,1,dcb41084-cd7f-4190-a644-32ec24103eb5,2022-01-18T21:37:38.2194233+00:00,2022-01-18T21:37:38.2194234+00:00,VOd7ALuXooKx7wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooKx7wAAAAAAAA==/,"""2a00fa8e-0000-0200-0000-676c82c30000""",attachments/,projectType,20240330,1735164611,,
140,4,81,Playhouses,Entertainment,Commercial,1,88c1b9ad-7b0e-4041-96dd-51cfaa228988,2022-01-18T21:37:38.3215015+00:00,2022-01-18T21:37:38.3215015+00:00,VOd7ALuXooKy7wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooKy7wAAAAAAAA==/,"""2a00fb8e-0000-0200-0000-676c82c30000""",attachments/,projectType,20240330,1735164611,,
141,4,82,Assisted Living Facilities,Medical,Commercial,1,99399c8a-072d-42bf-98fa-db234c2fabb2,2022-01-18T21:37:38.4212687+00:00,2022-01-18T21:37:38.4212688+00:00,VOd7ALuXooKz7wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooKz7wAAAAAAAA==/,"""2a00fc8e-0000-0200-0000-676c82c30000""",attachments/,projectType,20240330,1735164611,,
142,4,83,Schools,Military,Commercial,1,4f938a56-90e4-4a66-9ef9-71cf23dbf6d7,2022-01-18T21:37:38.5219589+00:00,2022-01-18T21:37:38.521959+00:00,VOd7ALuXooK07wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooK07wAAAAAAAA==/,"""2a00fd8e-0000-0200-0000-676c82c30000""",attachments/,projectType,20240330,1735164611,,
143,4,84,Offices,Offices & Warehouses,Commercial,1,0f0906d4-77ad-455f-8264-6adcdad6d657,2022-01-18T21:37:38.6212364+00:00,2022-01-18T21:37:38.6212365+00:00,VOd7ALuXooK17wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooK17wAAAAAAAA==/,"""2a00fe8e-0000-0200-0000-676c82c30000""",attachments/,projectType,20240330,1735164611,,
144,4,85,Offices & Warehouses,Offices & Warehouses,Commercial,1,39fed4a1-b6d3-4c65-975d-9c60a118432e,2022-01-18T21:37:38.7207235+00:00,2022-01-18T21:37:38.7207236+00:00,VOd7ALuXooK27wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooK27wAAAAAAAA==/,"""2a00ff8e-0000-0200-0000-676c82c30000""",attachments/,projectType,20240330,1735164611,,
145,4,86,Sit Down Restaurants,Restaurants,Commercial,1,6c35bf75-c0da-4294-a523-642f6ceee573,2022-01-18T21:37:38.8212132+00:00,2022-01-18T21:37:38.8212133+00:00,VOd7ALuXooK37wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooK37wAAAAAAAA==/,"""2a00008f-0000-0200-0000-676c82c30000""",attachments/,projectType,20240330,1735164611,,
146,4,87,Dry Cleaners,Retail,Commercial,1,7dda2173-a09e-4991-9eff-755c3fad00c2,2022-01-18T21:37:38.9231771+00:00,2022-01-18T21:37:38.9231771+00:00,VOd7ALuXooK47wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooK47wAAAAAAAA==/,"""2a00018f-0000-0200-0000-676c82c30000""",attachments/,projectType,20240330,1735164611,,
147,4,88,Fitness Centers,Retail,Commercial,1,af84a29b-3977-4c1d-b288-f38c5f386d2d,2022-01-18T21:37:39.0192772+00:00,2022-01-18T21:37:39.0192773+00:00,VOd7ALuXooK57wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooK57wAAAAAAAA==/,"""2a00028f-0000-0200-0000-676c82c30000""",attachments/,projectType,20240330,1735164611,,
148,4,89,Opticians,Retail,Commercial,1,6036a078-2185-4a03-97a7-ac222c7122ae,2022-01-18T21:37:39.1182313+00:00,2022-01-18T21:37:39.1182314+00:00,VOd7ALuXooK67wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooK67wAAAAAAAA==/,"""2a00038f-0000-0200-0000-676c82c30000""",attachments/,projectType,20240330,1735164611,,
149,5,10,Funeral Homes,Retail,Commercial,0,2c622b72-1a64-4733-9b3a-d9aa05a05a9d,2022-01-18T21:37:39.2440512+00:00,2022-01-18T21:37:39.2440513+00:00,VOd7ALuXooK77wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooK77wAAAAAAAA==/,"""2a00048f-0000-0200-0000-676c82c30000""",attachments/,projectType,20240330,1735164611,,
150,5,11,Terminal Building or Station,Transportation,Commercial,0,8e25a85a-3ae8-4ced-87e7-91ed9c06ae04,2022-01-18T21:37:39.3215768+00:00,2022-01-18T21:37:39.321577+00:00,VOd7ALuXooK87wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooK87wAAAAAAAA==/,"""2a00058f-0000-0200-0000-676c82c30000""",attachments/,projectType,20240330,1735164611,,
151,5,12,Undertaking Establishment,Religious,Commercial,0,4d3c0278-8866-4a95-8e09-81b32926206e,2022-01-18T21:37:39.4212607+00:00,2022-01-18T21:37:39.4212608+00:00,VOd7ALuXooK97wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooK97wAAAAAAAA==/,"""2a00068f-0000-0200-0000-676c82c30000""",attachments/,projectType,20240330,1735164611,,
152,5,13,Concert Halls,Entertainment,Commercial,0,389a9e4a-f470-4814-913f-da17c73a2ade,2022-01-18T21:37:39.5213355+00:00,2022-01-18T21:37:39.5213356+00:00,VOd7ALuXooK+7wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooK+7wAAAAAAAA==/,"""2a00078f-0000-0200-0000-676c82c30000""",attachments/,projectType,20240330,1735164611,,
153,5,14,Performing Arts Facilities,Entertainment,Commercial,0,1811d228-c2dd-45fe-878a-070218989d6c,2022-01-18T21:37:39.6243373+00:00,2022-01-18T21:37:39.6243374+00:00,VOd7ALuXooK-7wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooK-7wAAAAAAAA==/,"""2a00088f-0000-0200-0000-676c82c30000""",attachments/,projectType,20240330,1735164611,,
154,5,15,Theatre,Entertainment,Commercial,0,efb9592f-e190-4da6-9013-72f525f30b10,2022-01-18T21:37:39.7225788+00:00,2022-01-18T21:37:39.7225789+00:00,VOd7ALuXooLA7wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooLA7wAAAAAAAA==/,"""2a00098f-0000-0200-0000-676c82c30000""",attachments/,projectType,20240330,1735164611,,
155,5,16,City Hall,Government,Commercial,0,882c962d-31ef-4d5f-b468-02e06d13807c,2022-01-18T21:37:39.8217409+00:00,2022-01-18T21:37:39.821741+00:00,VOd7ALuXooLB7wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooLB7wAAAAAAAA==/,"""2a000a8f-0000-0200-0000-676c82c30000""",attachments/,projectType,20240330,1735164611,,
156,5,17,Town Hall,Government,Commercial,0,985182b4-2223-4516-8f61-1795120b6065,2022-01-18T21:37:39.9202317+00:00,2022-01-18T21:37:39.9202318+00:00,VOd7ALuXooLC7wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooLC7wAAAAAAAA==/,"""2a000b8f-0000-0200-0000-676c82c30000""",attachments/,projectType,20240330,1735164611,,
157,5,18,Chancery,Government,Commercial,0,3d67494e-45ae-4aa2-a070-059181719c89,2022-01-18T21:37:40.0236863+00:00,2022-01-18T21:37:40.0236864+00:00,VOd7ALuXooLD7wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooLD7wAAAAAAAA==/,"""2a000c8f-0000-0200-0000-676c82c30000""",attachments/,projectType,20240330,1735164611,,
158,5,19,Parliament Building,Government,Commercial,0,93c82fb7-f4a8-4e1d-8f28-eb9f0b9ebfb3,2022-01-18T21:37:40.1224324+00:00,2022-01-18T21:37:40.1224325+00:00,VOd7ALuXooLE7wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooLE7wAAAAAAAA==/,"""2a000d8f-0000-0200-0000-676c82c30000""",attachments/,projectType,20240330,1735164611,,
159,5,20,Mint,Government,Commercial,0,61981bd3-36ab-4718-b8e9-7bcb8ad5b47d,2022-01-18T21:37:40.2228274+00:00,2022-01-18T21:37:40.2228275+00:00,VOd7ALuXooLF7wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooLF7wAAAAAAAA==/,"""2a000e8f-0000-0200-0000-676c82c30000""",attachments/,projectType,20240330,1735164611,,
160,5,21,Bus Stations,Transportation,Commercial,0,3038e483-ddc1-4587-a144-c0fee1a9ef26,2022-01-18T21:37:40.3204642+00:00,2022-01-18T21:37:40.3204643+00:00,VOd7ALuXooLG7wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooLG7wAAAAAAAA==/,"""2a000f8f-0000-0200-0000-676c82c30000""",attachments/,projectType,20240330,1735164611,,
161,5,22,Treasury,Government,Commercial,0,4a95e155-6931-458d-9095-6989429556c1,2022-01-18T21:37:40.4222767+00:00,2022-01-18T21:37:40.4222768+00:00,VOd7ALuXooLH7wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooLH7wAAAAAAAA==/,"""2a00108f-0000-0200-0000-676c82c30000""",attachments/,projectType,20240330,1735164611,,
162,5,23,Courthouses,Government,Commercial,0,7705678c-2a12-43bf-946a-375bad2f5ddf,2022-01-18T21:37:40.5194854+00:00,2022-01-18T21:37:40.5194855+00:00,VOd7ALuXooLI7wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooLI7wAAAAAAAA==/,"""2a00118f-0000-0200-0000-676c82c30000""",attachments/,projectType,20240330,1735164611,,
163,5,24,Archives Building,Government,Commercial,0,c2d167ca-9327-4905-a845-30fd0de89c53,2022-01-18T21:37:40.6200666+00:00,2022-01-18T21:37:40.6200667+00:00,VOd7ALuXooLJ7wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooLJ7wAAAAAAAA==/,"""2a00128f-0000-0200-0000-676c82c30000""",attachments/,projectType,20240330,1735164611,,
164,5,25,Libraries,Community Buildings,Commercial,0,9e0cdfdc-f23b-4440-a19f-6ee55ff339d1,2022-01-18T21:37:40.7223852+00:00,2022-01-18T21:37:40.7223853+00:00,VOd7ALuXooLK7wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooLK7wAAAAAAAA==/,"""2a00138f-0000-0200-0000-676c82c30000""",attachments/,projectType,20240330,1735164611,,
165,5,26,Medium Security  and Multi-Level Security Correctional Institution,Government,Commercial,0,06abb834-3710-4563-b436-b6089687c938,2022-01-18T21:37:40.8222305+00:00,2022-01-18T21:37:40.8222306+00:00,VOd7ALuXooLL7wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooLL7wAAAAAAAA==/,"""2a00148f-0000-0200-0000-676c82c30000""",attachments/,projectType,20240330,1735164611,,
166,5,27,Casinos and Gaming Facilities,Entertainment,Commercial,0,30462b60-1592-48e1-8125-b840227e775c,2022-01-18T21:37:40.9193956+00:00,2022-01-18T21:37:40.9193957+00:00,VOd7ALuXooLM7wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooLM7wAAAAAAAA==/,"""2a00158f-0000-0200-0000-676c82c30000""",attachments/,projectType,20240330,1735164611,,
167,5,28,Extended Care,Medical,Commercial,0,643c7daf-1108-43c5-b77d-4db9b810fae6,2022-01-18T21:37:41.0222567+00:00,2022-01-18T21:37:41.0222568+00:00,VOd7ALuXooLN7wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooLN7wAAAAAAAA==/,"""2a00168f-0000-0200-0000-676c82c30000""",attachments/,projectType,20240330,1735164611,,
168,5,29,Convalescent,Medical,Commercial,0,8d1adf71-2aa1-4c4a-b892-6bc650392284,2022-01-18T21:37:41.1210147+00:00,2022-01-18T21:37:41.1210148+00:00,VOd7ALuXooLO7wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooLO7wAAAAAAAA==/,"""2a00178f-0000-0200-0000-676c82c30000""",attachments/,projectType,20240330,1735164611,,
169,5,30,Geriatrics Nursing Facility,Medical,Commercial,0,965d738d-a736-46a7-ac6c-5924fad231d8,2022-01-18T21:37:41.2182534+00:00,2022-01-18T21:37:41.2182535+00:00,VOd7ALuXooLP7wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooLP7wAAAAAAAA==/,"""2a00188f-0000-0200-0000-676c82c40000""",attachments/,projectType,20240330,1735164612,,
170,5,31,Amusement Park Building,Entertainment,Commercial,0,9ff30ed3-6636-427b-b220-519c8fb80583,2022-01-18T21:37:41.3221665+00:00,2022-01-18T21:37:41.3221666+00:00,VOd7ALuXooLQ7wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooLQ7wAAAAAAAA==/,"""2a00198f-0000-0200-0000-676c82c40000""",attachments/,projectType,20240330,1735164612,,
171,5,32,Ferry,Transportation,Commercial,0,d67cf27a-57ec-45e0-bc41-2726e38e0258,2022-01-18T21:37:41.4214031+00:00,2022-01-18T21:37:41.4214031+00:00,VOd7ALuXooLR7wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooLR7wAAAAAAAA==/,"""2a001a8f-0000-0200-0000-676c82c40000""",attachments/,projectType,20240330,1735164612,,
172,5,33,Zoos,Entertainment,Commercial,0,93d4273f-76ee-4919-9396-6eae77eeef01,2022-01-18T21:37:41.5222307+00:00,2022-01-18T21:37:41.5222308+00:00,VOd7ALuXooLS7wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooLS7wAAAAAAAA==/,"""2a001b8f-0000-0200-0000-676c82c40000""",attachments/,projectType,20240330,1735164612,,
173,5,34,Botanical Garden,Entertainment,Commercial,0,ef826939-5439-4d30-9eff-df115fab0755,2022-01-18T21:37:41.6228404+00:00,2022-01-18T21:37:41.6228405+00:00,VOd7ALuXooLT7wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooLT7wAAAAAAAA==/,"""2a001c8f-0000-0200-0000-676c82c40000""",attachments/,projectType,20240330,1735164612,,
174,5,35,Universities and College Teaching Buildings,Educational,Commercial,0,53d34d02-4e26-4790-a569-1da60dee1ce0,2022-01-18T21:37:41.7205391+00:00,2022-01-18T21:37:41.7205392+00:00,VOd7ALuXooLU7wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooLU7wAAAAAAAA==/,"""2a001d8f-0000-0200-0000-676c82c40000""",attachments/,projectType,20240330,1735164612,,
175,5,36,Specialized Agricultural Building,Industrial,Commercial,0,d05c649c-f103-498d-92b9-f0b0fc891b6e,2022-01-18T21:37:41.8206196+00:00,2022-01-18T21:37:41.8206197+00:00,VOd7ALuXooLV7wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooLV7wAAAAAAAA==/,"""2a001e8f-0000-0200-0000-676c82c40000""",attachments/,projectType,20240330,1735164612,,
176,5,37,Dairy Barn,Industrial,Commercial,0,ff084a9e-c036-47e6-879d-3275887a4827,2022-01-18T21:37:41.9201243+00:00,2022-01-18T21:37:41.9201244+00:00,VOd7ALuXooLW7wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooLW7wAAAAAAAA==/,"""2a001f8f-0000-0200-0000-676c82c40000""",attachments/,projectType,20240330,1735164612,,
177,5,38,Swine Operation,Industrial,Commercial,0,24a3e337-2a9f-4820-b8f9-b2162918b4cd,2022-01-18T21:37:42.0191636+00:00,2022-01-18T21:37:42.0191636+00:00,VOd7ALuXooLX7wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooLX7wAAAAAAAA==/,"""2a00208f-0000-0200-0000-676c82c40000""",attachments/,projectType,20240330,1735164612,,
178,5,39,Poultry Laying House,Industrial,Commercial,0,f67d83e4-ed5c-497b-9689-4866dbc317e5,2022-01-18T21:37:42.1226037+00:00,2022-01-18T21:37:42.1226038+00:00,VOd7ALuXooLY7wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooLY7wAAAAAAAA==/,"""2a00218f-0000-0200-0000-676c82c40000""",attachments/,projectType,20240330,1735164612,,
179,5,40,Rail Stations,Transportation,Commercial,0,9e5bd34f-933b-4a61-8d48-c5c37c5b5cbd,2022-01-18T21:37:42.2223572+00:00,2022-01-18T21:37:42.2223572+00:00,VOd7ALuXooLZ7wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooLZ7wAAAAAAAA==/,"""2a00228f-0000-0200-0000-676c82c40000""",attachments/,projectType,20240330,1735164612,,
180,5,41,Police Stations,Government,Commercial,0,82a7c9e0-29cb-4cba-8194-005fd610a59e,2022-01-18T21:37:42.3205203+00:00,2022-01-18T21:37:42.3205204+00:00,VOd7ALuXooLa7wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooLa7wAAAAAAAA==/,"""2a00238f-0000-0200-0000-676c82c40000""",attachments/,projectType,20240330,1735164612,,
181,5,42,Customs and Immigration Building,Government,Commercial,0,7d800f60-da66-43f7-b6d4-fba8e0c9f465,2022-01-18T21:37:42.4212196+00:00,2022-01-18T21:37:42.4212196+00:00,VOd7ALuXooLb7wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooLb7wAAAAAAAA==/,"""2a00248f-0000-0200-0000-676c82c40000""",attachments/,projectType,20240330,1735164612,,
182,5,43,Cemetery Chapels,Religious,Commercial,0,59dc59c1-e304-4c21-9e6c-0636ab9c3909,2022-01-18T21:37:42.5221439+00:00,2022-01-18T21:37:42.522144+00:00,VOd7ALuXooLc7wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooLc7wAAAAAAAA==/,"""2a00258f-0000-0200-0000-676c82c40000""",attachments/,projectType,20240330,1735164612,,
183,5,44,Mausoleums,Retail,Commercial,0,2422ecdf-9b4a-4c8a-b11b-5f8cdddb83b9,2022-01-18T21:37:42.6202773+00:00,2022-01-18T21:37:42.6202774+00:00,VOd7ALuXooLd7wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooLd7wAAAAAAAA==/,"""2a00268f-0000-0200-0000-676c82c40000""",attachments/,projectType,20240330,1735164612,,
184,5,45,Crematoriums,Retail,Commercial,0,900b548f-a471-4ea2-80ca-496ce751a600,2022-01-18T21:37:42.7219717+00:00,2022-01-18T21:37:42.7219718+00:00,VOd7ALuXooLe7wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooLe7wAAAAAAAA==/,"""2a00278f-0000-0200-0000-676c82c40000""",attachments/,projectType,20240330,1735164612,,
185,5,46,Airport Terminals,Transportation,Commercial,0,be9fa3f8-6345-4e5a-a4a1-8ac089f5ea9f,2022-01-18T21:37:42.8201372+00:00,2022-01-18T21:37:42.8201373+00:00,VOd7ALuXooLf7wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooLf7wAAAAAAAA==/,"""2a00288f-0000-0200-0000-676c82c40000""",attachments/,projectType,20240330,1735164612,,
186,5,47,Transportation Terminals,Transportation,Commercial,0,515b8db3-b924-4d2d-bc18-3e8c175559eb,2022-01-18T21:37:42.9244544+00:00,2022-01-18T21:37:42.9244545+00:00,VOd7ALuXooLg7wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooLg7wAAAAAAAA==/,"""2a00298f-0000-0200-0000-676c82c40000""",attachments/,projectType,20240330,1735164612,,
187,5,48,Chapels,Religious,Commercial,1,c2746a5d-1cf1-49aa-a829-6f2ad28b2d1e,2022-01-18T21:37:43.0214734+00:00,2022-01-18T21:37:43.0214735+00:00,VOd7ALuXooLh7wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooLh7wAAAAAAAA==/,"""2a002a8f-0000-0200-0000-676c82c40000""",attachments/,projectType,20240330,1735164612,,
188,5,49,Religious Auditoriums,Religious,Commercial,1,45ca91cb-42da-4ce6-9fb0-b588c7e10c11,2022-01-18T21:37:43.1234654+00:00,2022-01-18T21:37:43.1234655+00:00,VOd7ALuXooLi7wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooLi7wAAAAAAAA==/,"""2a002b8f-0000-0200-0000-676c82c40000""",attachments/,projectType,20240330,1735164612,,
189,5,50,Religious Classrooms,Religious,Commercial,1,f83828e2-f60f-4f09-ad03-606295b5ee31,2022-01-18T21:37:43.2452127+00:00,2022-01-18T21:37:43.2452128+00:00,VOd7ALuXooLj7wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooLj7wAAAAAAAA==/,"""2a002c8f-0000-0200-0000-676c82c40000""",attachments/,projectType,20240330,1735164612,,
190,5,51,Veterinary Clinics,Veterinary,Commercial,1,ed7adc5d-d5bd-4adf-9e95-ea7ef900ad6d,2022-01-18T21:37:43.3226257+00:00,2022-01-18T21:37:43.3226258+00:00,VOd7ALuXooLk7wAAAAAAAA==,dbs/VOd7AA==/colls/VOd7ALuXooI=/docs/VOd7ALuXooLk7wAAAAAAAA==/,"""2a002d8f-0000-0200-0000-676c82c40000""",attachments/,projectType,20240330,1735164612,,
